OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID,x,y
32990,062025002428,FLETCHER HILLS ELEMENTARY,2330 CENTER PL.,EL CAJON,CA,92020,2809,(619) 668-5820,1,1,651,SAN DIEGO,06073,USA,32.801058654,-116.995207365,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062025002428,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,651,KG,06,0620250,-999,NOT AVAILABLE,-13023846.9091252,3868927.50058262
33026,063432005521,MIRAMAR RANCH ELEMENTARY,10770 RED CEDAR DR.,SAN DIEGO,CA,92131,1204,(858) 271-0470,1,1,643,SAN DIEGO,06073,USA,32.9094433110001,-117.098363744,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005521,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://miramarranch.org,HIGH,618,KG,05,0634320,25,10814443,-13035330.2247076,3883290.23689633
33198,061074010627,TORREY HILLS,10830 CALLE MAR DE MARIPOSA,SAN DIEGO,CA,92130,8657,(858) 481-4266,1,1,18,SAN DIEGO,06073,USA,32.9142378180001,-117.223487598,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061074010627,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.dmusd.org/torrey,HIGH,-999,KG,06,0610740,18,NOT AVAILABLE,-13049258.948421,3883925.99299995
33325,063432011153,SAN DIEGO SCIENCE AND TECHNOLOGY,1405 PARK BLVD.,SAN DIEGO,CA,92101,4722,(619) 525-7337,1,1,877,SAN DIEGO,06073,USA,32.7200847030001,-117.153171115,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011153,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://sandi.net/sdhsscitech/,MIDDLE,837,09,12,0634320,40,NOT AVAILABLE,-13041431.353339,3858208.55616298
33389,061288001456,MISSION MIDDLE,939 E. MISSION AVE.,ESCONDIDO,CA,92026,2216,(760) 432-2452,1,1,935,SAN DIEGO,06073,USA,33.133767775,-117.07403037,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061288001456,1/29/2010 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.eusd.org,OTHER,880,06,08,0612880,55,10787771,-13032621.4459046,3913072.88806404
33508,062825004374,SOUTH OCEANSIDE ELEMENTARY,1806 S. HORNE ST.,OCEANSIDE,CA,92054,6017,(760) 435-2100,1,1,561,SAN DIEGO,06073,USA,33.177546475,-117.357476337,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062825004374,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://southo.oside.us/,MIDDLE,539,KG,05,0628250,22,NOT AVAILABLE,-13064174.5066185,3918894.07010981
33509,064119006818,GRAPEVINE ELEMENTARY,630 GRAPEVINE RD.,VISTA,CA,92083,5599,(760) 724-8329,1,1,808,SAN DIEGO,06073,USA,33.199973582,-117.274828647,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=064119006818,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.gv.vistausd.org,ELEMENTARY,776,KG,05,0641190,32,10814373,-13054974.2078525,3921877.29216777
33510,064119001248,BREEZE HILL ELEMENTARY,1111 MELROSE WAY,VISTA,CA,92083,6505,(760) 945-2373,1,1,818,SAN DIEGO,06073,USA,33.1852629260001,-117.254609695,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=064119001248,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.bh.vistausd.org,ELEMENTARY,786,KG,05,0641190,32,10814314,-13052723.4444114,3919920.4153251
33512,063153004885,CHAPARRAL ELEMENTARY,17250 TANNIN DR.,POWAY,CA,92064,1123,(858) 485-0042,1,1,836,SAN DIEGO,06073,USA,33.0238198430001,-117.050813736,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004885,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdches,MIDDLE,802,KG,05,0631530,34,10814335,-13030036.9820298,3898466.07612163
33513,063438005575,EARL WARREN MIDDLE,155 STEVENS ST.,SOLANA BEACH,CA,92075,2038,(858) 755-1558,1,1,574,SAN DIEGO,06073,USA,32.9942218620001,-117.263032397,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063438005575,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,HIGH,551,07,08,0634380,23,NOT AVAILABLE,-13053661.0553092,3894537.03732794
33514,063153004886,GARDEN ROAD ELEMENTARY,14614 GARDEN RD.,POWAY,CA,92064,5299,(858) 748-0230,1,1,492,SAN DIEGO,06073,USA,32.9566109310001,-117.011941477,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004886,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdgres,OTHER,470,KG,05,0631530,22,10814369,-13025709.741952,3889546.20530628
33515,061074001189,DEL MAR HEIGHTS ELEMENTARY,13555 BOQUITA DR.,DEL MAR,CA,92014,3453,(858) 755-9367,1,1,270,SAN DIEGO,06073,USA,32.944908732,-117.249697394,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061074001189,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.dmusd.org/heights,MIDDLE,255,KG,06,0610740,15,NOT AVAILABLE,-13052176.6095655,3887993.79993654
33516,061623002026,SANTANA HIGH,9915 N. MAGNOLIA AVE.,SANTEE,CA,92071,1903,(619) 956-0211,1,1,1836,SAN DIEGO,06073,USA,32.8573893170001,-116.967966884,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061623002026,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://sultans.guhsd.net/,HIGH,1776,09,12,0616230,60,10814498,-13020814.5126514,3876390.04296847
33517,062079010310,LEMON CREST ELEMENTARY,12463 LEMON CREST DR.,LAKESIDE,CA,92040,0578,(619) 390-2527,1,1,481,SAN DIEGO,06073,USA,32.8518221040001,-116.921254232,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062079010310,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.lsusd.net,ELEMENTARY,459,KG,05,0620790,22,NOT AVAILABLE,-13015614.4840171,3875652.3019343
33518,063432005504,LOMA PORTAL ELEMENTARY,3341 BROWNING ST.,SAN DIEGO,CA,92106,1599,(619) 223-1683,1,1,404,SAN DIEGO,06073,USA,32.740047874,-117.221063884,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005504,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://www.lomaportalelementary.com,ELEMENTARY,387,KG,04,0634320,17,10814424,-13048989.1418127,3860850.28021222
33519,063432003954,NYE ELEMENTARY,981 VALENCIA PKWY.,SAN DIEGO,CA,92114,6574,(619) 430-1200,1,1,349,SAN DIEGO,06073,USA,32.6960794890001,-117.069114395,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432003954,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,NOT AVAILABLE,HIGH,334,KG,05,0634320,15,10814457,-13032074.2020709,3855032.73199665
33520,060861000880,VALLE LINDO ELEMENTARY,1515 OLEANDER AVE.,CHULA VISTA,CA,91911,5699,(619) 421-5151,1,1,442,SAN DIEGO,06073,USA,32.604475096,-117.031834685,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000880,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://schools.cvesd.org/schools/vallelindo/,ELEMENTARY,420,KG,06,0608610,22,NOT AVAILABLE,-13027924.2437368,3842921.55969974
33521,060861000868,MONTGOMERY (JOHN J.) ELEMENTARY,1601 FOURTH AVE.,CHULA VISTA,CA,91911,5799,(619) 422-6131,1,1,313,SAN DIEGO,06073,USA,32.5977174650001,-117.068420825,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000868,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://schools.cvesd.org/schools/montgomery/,ELEMENTARY,299,KG,06,0608610,14,NOT AVAILABLE,-13031996.9942117,3842028.6128097
33613,062825004361,JEFFERSON MIDDLE,823 ACACIA ST.,OCEANSIDE,CA,92058,2305,(760) 966-4700,1,1,511,SAN DIEGO,06073,USA,33.210054373,-117.362908548,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062825004361,12/10/2009 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://jms.oside.us/,ELEMENTARY,485,06,08,0628250,26,NOT AVAILABLE,-13064779.2175809,3923218.47364013
33628,062667009590,RANCHO DE LA NACION,1830 E. DIVISION ST.,NATIONAL CITY,CA,91950,1850,(619) 336-8100,1,1,411,SAN DIEGO,06073,USA,32.6876791340001,-117.090580758,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062667009590,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,394,KG,06,0626670,17,NOT AVAILABLE,-13034463.8266692,3853921.58976035
33713,063438006516,LA COSTA CANYON HIGH,1 MAVERICK WAY,ENCINITAS,CA,92009,NOT AVAILABLE,(760) 436-6136,1,1,1912,SAN DIEGO,06073,USA,33.0729935160001,-117.228218168,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063438006516,12/10/2009 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,1834,09,12,0634380,78,NOT AVAILABLE,-13049785.5530645,3904996.64449777
33731,061291013061,DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE,1740 SCENIC TRAIL WAY,ESCONDIDO,CA,92029,4211,(760) 291-2500,1,1,822,SAN DIEGO,06073,USA,33.0989172180001,-117.104543496,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061291013061,5/8/2015 12:00:00 AM,IMAGERY,5/21/2015 12:00:00 AM,http://www.dellagoacademy.org/,HIGH,790,09,12,0612910,32,NOT AVAILABLE,-13036018.1515535,3908440.94186883
33739,063432005485,JEFFERSON ELEMENTARY,3770 UTAH ST.,SAN DIEGO,CA,92104,3532,(619) 344-3300,1,1,408,SAN DIEGO,06073,USA,32.7474814080001,-117.133131464,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005485,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,390,KG,05,0634320,18,10814395,-13039200.549594,3861834.11008449
33968,061350012099,SANTA MARGARITA ACADEMY,400 W. ELDER ST.,FALLBROOK,CA,92028,2108,(760) 731-5440,4,1,0,SAN DIEGO,06073,USA,33.3844448470001,-117.247842276,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061350012099,1/29/2010 12:00:00 AM,IMAGERY,5/19/2010 12:00:00 AM,http://www.fuesd.org/apps/pages/index.jsp?urec_id775631&typed&prec_id1195348,HIGH,0,04,08,0613500,-999,NOT AVAILABLE,-13051970.0987744,3946444.47226554
34021,061288001462,OAK HILL ELEMENTARY,1820 OAK HILL DR.,ESCONDIDO,CA,92027,1629,(760) 432-2483,1,1,674,SAN DIEGO,06073,USA,33.1308231150001,-117.050170626,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061288001462,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.eusd.org,ELEMENTARY,644,KG,05,0612880,30,10814458,-13029965.3913521,3912681.44569806
34450,060861011875,WOLF CANYON ELEMENTARY,1950 WOLF CANYON LOOP,CHULA VISTA,CA,91913,3948,(619) 482-8877,1,1,961,SAN DIEGO,06073,USA,32.6122353060001,-116.974612664,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861011875,1/29/2010 12:00:00 AM,GEOCODE,5/19/2010 12:00:00 AM,http://schools.cvesd.org/schools/wolfcanyon/,ELEMENTARY,925,KG,06,0608610,36,NOT AVAILABLE,-13021554.3174969,3843947.06952082
34567,062025002428,FLETCHER HILLS ELEMENTARY,2330 CENTER PL.,EL CAJON,CA,92020,2809,(619) 668-5820,1,1,650,SAN DIEGO,06073,USA,32.801058654,-116.995207365,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062025002428,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.lmsvschools.org,ELEMENTARY,626,KG,06,0620250,24,NOT AVAILABLE,-13023846.9091252,3868927.50058262
34793,063432005441,CUBBERLEY ELEMENTARY,3201 MARATHON DR.,SAN DIEGO,CA,92123,2638,(858) 496-8075,1,1,161,SAN DIEGO,06073,USA,32.8014840650001,-117.126692826,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005441,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.sandi.net/cubberley,ELEMENTARY,155,KG,05,0634320,6,10814343,-13038483.8036905,3868983.84021464
35376,062079002494,LAKESIDE MIDDLE,11833 WOODSIDE AVE.,LAKESIDE,CA,92040,0578,(619) 390-2636,1,1,798,SAN DIEGO,06073,USA,32.854666255,-116.938019661,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062079002494,1/29/2010 12:00:00 AM,IMAGERY,5/19/2010 12:00:00 AM,http://www.lsusd.net,OTHER,767,06,08,0620790,31,NOT AVAILABLE,-13017480.8030363,3876029.18974144
35377,062025012168,QUEST ACADEMY,8805 TYLER ST.,SPRING VALLEY,CA,91977,3336,(619) 668-5890,4,1,6,SAN DIEGO,06073,USA,32.7293568700001,-117.007349404,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062025012168,1/29/2010 12:00:00 AM,IMAGERY,5/19/2010 12:00:00 AM,http://www.lmsvschools.org,MIDDLE,5,06,08,0620250,1,NOT AVAILABLE,-13025198.5547239,3859435.467347
35770,063432005537,POINT LOMA HIGH,2335 CHATSWORTH BLVD.,SAN DIEGO,CA,92106,1646,(619) 860-5000,1,1,1840,SAN DIEGO,06073,USA,32.740247449,-117.225088636,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005537,10/13/2009 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.pointlomahigh.com,ELEMENTARY,1772,09,12,0634320,68,10814479,-13049437.1751559,3860876.69293548
35780,062025002425,BANCROFT ELEMENTARY,8805 TYLER ST.,SPRING VALLEY,CA,91977,3336,(619) 668-5890,1,1,409,SAN DIEGO,06073,USA,32.729285933,-117.007507022,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062025002425,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.lmsvschools.org,OTHER,395,KG,06,0620250,14,10814300,-13025216.1006794,3859426.08034073
36271,063699011397,SOLANA PACIFIC ELEMENTARY,3901 TOWNSGATE DR.,SAN DIEGO,CA,92130,2584,(858) 794-4500,1,1,552,SAN DIEGO,06073,USA,32.9513869990001,-117.231124532,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063699011397,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,532,04,06,0636990,20,NOT AVAILABLE,-13050109.0880251,3888853.17681962
36272,060681000604,AVOCADO ELEMENTARY,3845 AVOCADO SCH RD.,LA MESA,CA,91941,7319,(619) 588-3100,1,1,582,SAN DIEGO,06073,USA,32.750622858,-116.959818919,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060681000604,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,NOT AVAILABLE,SECONDARY,559,KG,05,0606810,23,10814273,-13019907.4853366,3862249.90636492
36437,063432011384,IBARRA ELEMENTARY,4877 ORANGE AVE.,SAN DIEGO,CA,92115,4947,(619) 641-5400,1,1,441,SAN DIEGO,06073,USA,32.7527675010001,-117.089501846,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011384,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,NOT AVAILABLE,MIDDLE,421,KG,05,0634320,20,NOT AVAILABLE,-13034343.7227348,3862533.77561072
36583,061623010630,GROSSMONT MIDDLE COLLEGE HIGH,8800 GROSSMONT COLLEGE DR.,EL CAJON,CA,92020,1765,(619) 644-7524,4,1,75,SAN DIEGO,06073,USA,32.8163680860001,-117.006372112,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061623010630,1/29/2010 12:00:00 AM,IMAGERY/OTHER,5/20/2010 12:00:00 AM,http://middlecollege.guhsd.net,HIGH,72,11,12,0616230,3,NOT AVAILABLE,-13025089.7630761,3870955.18671721
36584,063153004896,SUNSET HILLS ELEMENTARY,9291 OVIEDO ST.,SAN DIEGO,CA,92129,2199,(858) 484-1600,1,1,423,SAN DIEGO,06073,USA,32.9683563,-117.126719028,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004896,12/10/2009 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.powayusd.com/pusdshes,ELEMENTARY,403,KG,05,0631530,20,10787840,-13038486.7204838,3891104.54429416
36662,060681000622,MONTGOMERY MIDDLE,1570 MELODY LN.,EL CAJON,CA,92019,2015,(619) 588-3107,1,1,775,SAN DIEGO,06073,USA,32.797146479,-116.920979088,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060681000622,10/13/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,739,06,08,0606810,36,NOT AVAILABLE,-13015583.8551271,3868409.40132519
36663,060681000608,CHASE AVENUE ELEMENTARY,195 E. CHASE AVE.,EL CAJON,CA,92020,6201,(619) 588-3123,1,1,657,SAN DIEGO,06073,USA,32.77950451,-116.960350109,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060681000608,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,632,KG,05,0606810,25,NOT AVAILABLE,-13019966.6171369,3866073.31373792
36664,060681000614,FUERTE ELEMENTARY,11625 FUERTE DR.,EL CAJON,CA,92020,8309,(619) 588-3134,1,1,687,SAN DIEGO,06073,USA,32.761570545,-116.94648481,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060681000614,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,NOT AVAILABLE,HIGH,661,KG,05,0606810,26,NOT AVAILABLE,-13018423.1391125,3863699.03577631
36835,060681011751,LOS COCHES CREEK MIDDLE,9669 DUNBAR LN.,EL CAJON,CA,92021,2619,(619) 441-5741,1,1,761,SAN DIEGO,06073,USA,32.8599578000001,-116.818322359,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060681011751,1/29/2010 12:00:00 AM,IMAGERY,5/18/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,728,06,08,0606810,33,NOT AVAILABLE,-13004156.1603284,3876730.42193247
36841,062025002433,LA PRESA ELEMENTARY,519 LA PRESA ST.,SPRING VALLEY,CA,91977,6011,(619) 668-5790,1,1,419,SAN DIEGO,06073,USA,32.7064230130001,-116.992872838,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062025002433,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.lmsvschools.org,ELEMENTARY,404,KG,06,0620250,15,NOT AVAILABLE,-13023587.0307684,3856401.0471697
37458,063864006492,SOUTHWEST SENIOR HIGH,1685 HOLLISTER ST.,SAN DIEGO,CA,92154,4548,(619) 628-3023,1,1,1663,SAN DIEGO,06073,USA,32.5669013040001,-117.082743225,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063864006492,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sweetwaterschools.org,HIGH,1590,09,12,0638640,73,NOT AVAILABLE,-13033591.3564866,3837957.44824195
38892,063432005539,RILEY/NEW DAWN,5650 MT. ACKERLY DR.,SAN DIEGO,CA,92111,4016,(858) 302-3340,2,1,175,SAN DIEGO,06073,USA,32.8093393620001,-117.17898833,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005539,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sandi.net/riley,ELEMENTARY,155,KG,12,0634320,20,NOT AVAILABLE,-13044305.3125665,3870024.21095352
39370,060861000876,ROSEBANK ELEMENTARY,80 FLOWER ST.,CHULA VISTA,CA,91911,1997,(619) 422-8329,1,1,570,SAN DIEGO,06073,USA,32.649497958,-117.072542308,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000876,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://schools.cvesd.org/schools/rosebank/,ELEMENTARY,570,KG,06,0608610,-999,NOT AVAILABLE,-13032455.7956005,3848872.55826536
39373,063864001223,EASTLAKE HIGH,1120 E.LAKE PKWY.,CHULA VISTA,CA,91915,2102,(619) 397-3800,1,1,2945,SAN DIEGO,06073,USA,32.641543659,-116.968393765,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063864001223,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://www.sweetwaterschools.org,HIGH,2945,09,12,0638640,-999,NOT AVAILABLE,-13020862.0328269,3847820.96302937
39574,063438005578,SUNSET HIGH (CONTINUATION),684 REQUEZA ST.,ENCINITAS,CA,92024,3703,(760) 753-3860,4,1,86,SAN DIEGO,06073,USA,33.044121385,-117.277779547,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063438005578,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,NOT AVAILABLE,HIGH,78,09,12,0634380,8,NOT AVAILABLE,-13055302.7005378,3901161.80471535
39706,063738006320,IMPERIAL BEACH CHARTER,650 IMPERIAL BEACH BLVD.,IMPERIAL BEACH,CA,91932,2706,(619) 628-5600,1,1,822,SAN DIEGO,06073,USA,32.5788118720001,-117.119444923,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063738006320,10/13/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://www.sbusd.org,ELEMENTARY,788,KG,08,0637380,34,NOT AVAILABLE,-13037676.9708192,3839530.80353429
39707,063438005577,SAN DIEGUITO HS ACADEMY,800 SANTA FE DR.,ENCINITAS,CA,92024,3357,(760) 753-1121,1,1,2140,SAN DIEGO,06073,USA,33.0378451510001,-117.274508486,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063438005577,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,2059,09,12,0634380,81,NOT AVAILABLE,-13054938.567693,3900328.35225786
39978,061353005258,OASIS HIGH (ALTERNATIVE),2208 S. STAGE COACH LN.,FALLBROOK,CA,92028,4500,(760) 723-6395,4,1,88,SAN DIEGO,06073,USA,33.3485613130001,-117.23797222,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061353005258,1/29/2010 12:00:00 AM,IMAGERY,5/19/2010 12:00:00 AM,http://www.oasishigh.org,ELEMENTARY,84,09,12,0613530,4,NOT AVAILABLE,-13050871.3691663,3941661.56697458
