X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
-117.1252232,32.8303178900001,819,0192092123,KAISER FOUNDATION HOSPITAL - SAN DIEGO,9455 CLAIREMONT MESA BLVD,SAN DIEGO,CA,92123,NOT AVAILABLE,(858) 266-5000,GENERAL ACUTE CARE,OPEN,253,SAN DIEGO,06073,USA,32.83031789,-117.1252232,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2020/05/05 00:00:00+00,NOT AVAILABLE,630017096,KAISER FOUNDATION HOSPITALS,06,NON-PROFIT,-999,253,NOT AVAILABLE,N
-117.22595106,32.9838858100001,822,0196784377,"CASA PALMERA CARE CENTER, LLC",14750 EL CAMINO REAL,DEL MAR,CA,92014,4204,(858) 481-4411,REHABILITATION,OPEN,93,SAN DIEGO,06073,USA,32.98388581,-117.22595106,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,NOT AVAILABLE,630019566,"CASA PALMERA CARE CENTER, LLC",06,PROPRIETARY,-999,93,NOT AVAILABLE,N
-117.12104399,33.1199981400001,824,0196784379,PALOMAR REHABILITATION INSTITUTE,2181 CITRACADO PKWY,ESCONDIDO,CA,92029,NOT AVAILABLE,(502) 596-6505,GENERAL ACUTE CARE,OPEN,52,SAN DIEGO,06073,USA,33.11999814,-117.12104399,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,NOT AVAILABLE,630021871,"PALOMAR HEALTH REHABILITATION INSTITUTE, LLC",06,PROPRIETARY,-999,52,NOT AVAILABLE,N
-117.3888045,33.2213161,1292,0181992055,NAVAL HOSPITAL CAMP PENDLETON,200 MERCY CIRCLE,CAMP PENDLETON,CA,92055,5191,(760) 725-1288,MILITARY,OPEN,42,SAN DIEGO,06073,USA,33.2213161,-117.3888045,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://tricare.mil/finddoctor/mtf,2021/12/02 00:00:00+00,IMAGERY/OTHER,2019/05/16 00:00:00+00,https://www.camp-pendleton.tricare.mil,514,CAMP PENDLETON,06,GOVERNMENT - FEDERAL,-999,42,NOT AVAILABLE,Y
-117.14593729,32.72752023,1298,0000000017,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DRIVE,SAN DIEGO,CA,92134,NOT AVAILABLE,(619) 532-6400,MILITARY,OPEN,272,SAN DIEGO,06073,USA,32.72752023,-117.14593729,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://tricare.mil/finddoctor/mtf,2021/12/02 00:00:00+00,IMAGERY/OTHER,2015/07/24 00:00:00+00,https://sandiego.tricare.mil,452,NAVAL MEDICAL CENTER SAN DIEGO,06,GOVERNMENT - FEDERAL,-999,272,NOT AVAILABLE,Y
-117.23241926,32.8755580500001,6590,0003592161,SAN DIEGO VA MEDICAL CENTER,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,0002,(858) 552-8585,MILITARY,OPEN,256,SAN DIEGO,06073,USA,32.87555805,-117.23241926,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/find-locations,2021/01/11 00:00:00+00,IMAGERY/OTHER,2015/05/21 00:00:00+00,https://www.sandiego.va.gov/locations/directions.asp,VHA_664,NOT AVAILABLE,06,GOVERNMENT - FEDERAL,-999,256,NOT AVAILABLE,N
-116.97411422,32.85234511,7267,0011692071,EDGEMOOR GERIATRIC HOSPITAL,655 PARK CENTER DRIVE,SANTEE,CA,92071,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,192,SAN DIEGO,06073,USA,32.85234511,-116.97411422,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2022/04/07 00:00:00+00,http://www.sdcounty.ca.gov,NOT AVAILABLE,NOT AVAILABLE,06,GOVERNMENT - LOCAL,-999,192,NOT AVAILABLE,N
-117.24455884,33.3808119500001,7672,0013092028,FALLBROOK HOSPITAL DISTRICT,624 EAST ELDER STREET,FALLBROOK,CA,92028,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,47,SAN DIEGO,06073,USA,33.38081195,-117.24455884,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.fallbrookhospital.com,NOT AVAILABLE,NOT AVAILABLE,06,GOVERNMENT - DISTRICT/AUTHORITY,-999,47,NOT AVAILABLE,N
-117.07663222,32.74944563,7681,0035892105,PROMISE HOSPITAL OF SAN DIEGO,5550 UNIVERSITY AVENUE,SAN DIEGO,CA,92105,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,57,SAN DIEGO,06073,USA,32.74944563,-117.07663222,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.promisesandiego.com,NOT AVAILABLE,NOT AVAILABLE,06,PROPRIETARY,-999,57,NOT AVAILABLE,N
-117.24349978,33.37944077,7686,0071592028,FALLBROOK HOSP DISTRICT SKILLED NURSING FACILITY,325 POTTER ST,FALLBROOK,CA,92028,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,SAN DIEGO,06073,USA,33.37944077,-117.24349978,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2015/01/14 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,06,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N
